DATE_OBS             IT02SMIR  IT01PMRF  IT04TELF  IT03PMRA  IT06TELM  IT05TELA  IT08GTWM  IT07PZTA  IT10CEBN   IT09GTB  IT12HOPA  IT11CEBP  IT14SPPX  IT13FRAP  IT16SPNX  IT15SPPY  IT18SPPZ  IT17SPNY  IT20PMRA  IT19SPNZ  IT22PCBP  IT21TELD   IT24CPU  IT23PCPC  IT26MEC1   IT25OSC  IT28SMRA  IT27MEC2  IT30TMGT  IT29TFGT  BT12CCD2  BT11CCD1  BT14CCD4  BT13CCD3  BT01TELA  BT02TELF  BT03PMAP  BT04PMRD  BT05GTEL  BT06CBPX  BT07CBNX  BT08SPPX  BT09SPNX  BT10HOPA   BT15IEB  BT16PMSP  BT17SMAP  ITF2CCD2  ITF1CCD1  ITNUCCD3  ITSJCCD4
2022-01-18T00:00:30     26.00     42.02     25.26     39.71     20.43     30.23     26.38     27.59      5.23     20.97     86.80      4.77     19.02     27.42     19.03     21.38     23.15     21.46      9.71      7.92     33.29     29.98     37.62     40.58     34.40     35.52     27.02     33.30     18.36     22.67    -52.87    -54.99    -49.43    -54.24     29.53     25.30      9.68      1.46     22.70      3.66      4.14     18.47     17.65     86.91     32.95     26.93     27.17    -56.00    -56.00    -55.33    -56.00
2022-01-18T00:01:30     26.02     42.09     25.31     39.78     20.46     30.26     26.41     27.66      5.25     20.98     86.85      4.78     19.00     27.48     19.00     21.38     23.19     21.51      9.85      7.91     33.26     30.05     37.61     40.58     34.38     35.49     27.04     33.27     18.38     22.71    -52.57    -54.08    -49.43    -54.24     29.53     25.38      9.76      1.87     22.70      3.57      4.14     18.39     17.57     87.15     32.79     26.85     27.09    -56.00    -56.00    -55.33    -56.00
2022-01-18T00:02:30     26.02     42.13     25.37     39.84     20.48     30.29     26.43     27.75      5.27     20.96     87.00      4.79     18.99     27.55     19.01     21.39     23.20     21.48     10.00      7.91     33.23     30.10     37.57     40.53     34.34     35.48     27.00     33.27     18.39     22.77    -52.57    -53.78    -44.63    -54.24     29.53     25.38     10.00      2.11     22.70      3.66      4.14     18.30     17.57     87.31     32.71     27.09     27.09    -56.00    -56.00    -55.08    -56.00
2022-01-18T00:03:30     26.02     42.18     25.39     39.90     20.50     30.32     26.43     27.80      5.27     20.96     86.90      4.79     19.01     27.58     19.01     21.37     23.21     21.47     10.15      7.91     33.20     30.14     37.58     40.49     34.34     35.48     27.00     33.23     18.42     22.82    -52.57    -54.08    -39.82    -54.24     29.78     25.38     10.08      2.43     22.70      3.66      4.14     18.39     17.57     87.40     32.79     27.09     27.09    -55.92    -56.00    -55.00    -56.00
2022-01-18T00:04:30     26.01     42.19     25.44     39.96     20.52     30.36     26.47     27.84      5.26     20.97     87.20      4.78     19.02     27.61     18.99     21.39     23.25     21.47     10.29      7.91     33.13     30.19     37.56     40.44     34.27     35.45     27.00     33.23     18.43     22.87    -52.57    -53.78    -44.63    -54.24     29.78     25.55     10.25      2.43     22.70      3.66      4.14     18.30     17.57     87.64     32.71     27.09     27.09    -55.92    -56.00    -55.00    -56.00
2022-01-18T00:05:30     26.01     42.24     25.48     39.96     20.54     30.37     26.49     27.88      5.24     20.98     87.20      4.76     19.03     27.64     19.03     21.39     23.26     21.44     10.42      7.90     33.13     30.23     37.50     40.44     34.24     35.41     27.00     33.19     18.45     22.92    -52.57    -53.17    -44.63    -54.24     29.78     25.55     10.33      2.43     22.70      3.66      4.14     18.55     17.57     87.72     32.71     27.09     27.17    -55.58    -56.00    -55.00    -56.00
2022-01-18T00:06:30     26.02     42.30     25.50     40.01     20.57     30.39     26.51     27.90      5.22     20.96     87.45      4.73     19.10     27.67     18.98     21.39     23.31     21.50     10.52      7.90     33.11     30.29     37.48     40.40     34.24     35.39     27.02     33.15     18.47     22.99    -52.57    -53.47    -39.82    -54.24     29.78     25.63     10.49      2.43     22.70      3.57      4.14     18.55     17.57     87.88     32.71     27.09     27.09    -55.67    -56.00    -55.00    -56.00
2022-01-18T00:07:30     26.02     42.33     25.53     40.06     20.60     30.42     26.52     27.92      5.20     20.99     87.50      4.71     19.05     27.70     19.03     21.40     23.30     21.49     10.60      7.89     33.06     30.33     37.46     40.36     34.16     35.35     27.04     33.13     18.50     23.03    -52.57    -52.87    -39.82    -54.24     29.86     25.63     10.41      2.68     22.70      3.57      4.14     18.47     17.82     87.88     32.63     27.09     27.09    -55.58    -56.00    -55.00    -56.00
2022-01-18T00:08:30     26.02     42.42     25.54     40.12     20.61     30.45     26.45     27.93      5.18     20.98     87.66      4.69     19.04     27.75     19.05     21.41     23.33     21.48     10.31      7.89     33.01     30.37     37.41     40.35     34.16     35.32     26.92     33.07     18.53     23.04    -52.57    -52.87    -39.82    -54.24     30.02     25.63      9.27      2.52     22.70      3.49      4.14     18.39     17.82     88.13     32.46     27.17     26.60    -55.50    -56.00    -55.00    -56.00
2022-01-18T00:09:30     26.03     42.24     25.56     40.04     20.61     30.45     26.12     27.92      5.15     20.95     87.56      4.66     19.00     27.72     19.02     21.42     23.35     21.51      8.97      7.89     32.87     30.35     37.36     40.25     34.09     35.29     26.46     33.03     18.54     23.10    -52.57    -52.57    -39.82    -54.24     30.02     25.47      8.05      2.27     22.70      3.41      4.06     18.39     17.82     88.13     32.38     27.09     26.20    -55.92    -56.00    -55.00    -56.00
