DATE_OBS             IT02SMIR  IT01PMRF  IT04TELF  IT03PMRA  IT06TELM  IT05TELA  IT08GTWM  IT07PZTA  IT10CEBN   IT09GTB  IT12HOPA  IT11CEBP  IT14SPPX  IT13FRAP  IT16SPNX  IT15SPPY  IT18SPPZ  IT17SPNY  IT20PMRA  IT19SPNZ  IT22PCBP  IT21TELD   IT24CPU  IT23PCPC  IT26MEC1   IT25OSC  IT28SMRA  IT27MEC2  IT30TMGT  IT29TFGT  BT12CCD2  BT11CCD1  BT14CCD4  BT13CCD3  BT01TELA  BT02TELF  BT03PMAP  BT04PMRD  BT05GTEL  BT06CBPX  BT07CBNX  BT08SPPX  BT09SPNX  BT10HOPA   BT15IEB  BT16PMSP  BT17SMAP  ITF2CCD2  ITF1CCD1  ITNUCCD3  ITSJCCD4
2022-04-15T00:00:30     32.53     48.17     31.42     46.16     25.53     35.54     28.36     32.76      0.45     20.98     94.36      0.22     18.99     32.93     18.99     22.05     24.98     21.47     12.94      6.54     31.59     35.62     36.36     38.38     32.94     34.34     33.17     31.94     21.95     28.13    -59.82    -59.82    -54.24    -54.24     35.15     30.27     12.93      5.28     23.67     -1.23     -0.33     18.30     17.33     96.92     31.49     33.28     33.28    -63.00    -63.17    -63.00    -64.00
2022-04-15T00:01:30     32.51     48.22     31.42     46.12     25.52     35.55     28.37     32.80      0.45     20.98     94.17      0.22     18.99     32.92     18.98     22.05     25.02     21.48     13.06      6.54     31.55     35.65     36.36     38.31     32.87     34.30     33.15     31.90     21.95     28.13    -61.03    -63.45    -54.24    -54.24     35.15     30.27     12.93      5.45     23.67     -1.23     -0.25     18.30     17.33     96.92     31.49     33.36     33.28    -63.00    -63.33    -63.00    -63.83
2022-04-15T00:02:30     32.52     48.22     31.42     46.15     25.54     35.54     28.38     32.86      0.45     20.98     94.37      0.23     19.01     32.95     19.02     22.05     25.03     21.50     13.18      6.54     31.53     35.61     36.30     38.27     32.86     34.26     33.15     31.83     21.96     28.16    -59.82    -61.03    -54.24    -54.24     35.15     30.27     13.18      5.69     23.67     -1.23     -0.33     18.30     17.33     96.92     31.49     33.36     33.28    -63.00    -63.33    -63.00    -64.00
2022-04-15T00:03:30     32.51     48.20     31.44     46.12     25.54     35.53     28.38     32.94      0.45     20.96     94.05      0.23     18.99     32.94     18.97     22.02     25.04     21.50     13.28      6.53     31.45     35.62     36.25     38.24     32.82     34.21     33.15     31.79     21.97     28.18    -61.03    -62.54    -54.24    -54.24     35.31     30.27     13.18      5.85     23.67     -1.23     -0.33     18.30     17.33     96.92     31.49     33.36     33.28    -63.00    -63.42    -63.00    -63.92
2022-04-15T00:04:30     32.52     48.22     31.42     46.15     25.55     35.53     28.39     32.95      0.45     20.96     94.36      0.23     19.01     32.92     19.01     22.05     25.04     21.46     13.37      6.52     31.42     35.69     36.21     38.18     32.75     34.16     33.15     31.75     21.99     28.19    -61.03    -62.85    -54.24    -54.24     35.39     30.51     13.26      5.77     23.67     -1.23     -0.33     18.30     17.41     96.92     31.49     33.44     33.20    -63.00    -63.50    -63.00    -63.92
2022-04-15T00:05:30     32.51     48.28     31.42     46.12     25.55     35.52     28.40     32.99      0.45     20.97     94.24      0.23     18.96     32.93     19.00     22.03     25.05     21.49     13.44      6.52     31.37     35.71     36.12     38.13     32.72     34.12     33.14     31.71     22.02     28.21    -59.82    -62.24    -54.24    -54.24     35.39     30.51     13.26      5.85     23.67     -1.23     -0.33     18.30     17.33     96.92     31.24     33.44     33.28    -63.00    -63.50    -63.00    -64.00
2022-04-15T00:06:30     32.50     48.27     31.43     46.14     25.53     35.52     28.39     33.02      0.45     20.98     94.17      0.24     19.00     32.95     18.97     22.03     25.08     21.51     13.49      6.51     31.32     35.71     36.09     38.11     32.68     34.05     33.15     31.68     22.05     28.23    -61.03    -60.43    -54.24    -54.24     35.39     30.51     13.42      5.85     23.67     -1.23     -0.25     18.30     17.33     96.92     31.24     33.44     33.28    -63.00    -63.08    -63.00    -64.00
2022-04-15T00:07:30     32.50     48.32     31.41     46.13     25.54     35.52     28.41     33.02      0.45     20.98     94.17      0.24     18.98     32.95     19.01     22.03     25.07     21.49     13.53      6.50     31.26     35.76     36.06     38.05     32.65     34.02     33.13     31.60     22.07     28.23    -60.13    -62.24    -54.24    -54.24     35.39     30.51     13.42      5.85     23.67     -1.15     -0.25     18.30     17.33     96.92     31.24     33.44     33.20    -63.00    -63.58    -63.00    -63.92
2022-04-15T00:08:30     32.52     48.29     31.41     46.10     25.56     35.51     28.39     33.04      0.45     20.98     93.99      0.24     19.03     32.94     18.97     22.02     25.09     21.49     13.56      6.49     31.24     35.78     36.02     38.03     32.60     33.97     33.12     31.57     22.10     28.27    -59.82    -61.03    -54.24    -54.24     35.39     30.51     13.42      6.02     23.67     -1.15     -0.25     18.30     17.33     96.92     31.24     33.44     33.28    -63.00    -63.25    -63.00    -63.83
2022-04-15T00:09:30     32.51     48.32     31.41     46.12     25.54     35.48     28.41     33.04      0.45     20.98     93.92      0.25     18.99     32.93     18.99     22.03     25.09     21.46     13.60      6.50     31.20     35.83     35.95     38.02     32.55     33.93     33.12     31.54     22.13     28.28    -62.24    -62.24    -54.24    -54.24     35.48     30.51     13.42      6.10     23.67     -1.23     -0.25     18.30     17.33     96.92     31.24     33.44     33.28    -63.00    -63.33    -63.00    -63.92
