DATE_OBS             IT02SMIR  IT01PMRF  IT04TELF  IT03PMRA  IT06TELM  IT05TELA  IT08GTWM  IT07PZTA  IT10CEBN   IT09GTB  IT12HOPA  IT11CEBP  IT14SPPX  IT13FRAP  IT16SPNX  IT15SPPY  IT18SPPZ  IT17SPNY  IT20PMRA  IT19SPNZ  IT22PCBP  IT21TELD   IT24CPU  IT23PCPC  IT26MEC1   IT25OSC  IT28SMRA  IT27MEC2  IT30TMGT  IT29TFGT  BT12CCD2  BT11CCD1  BT14CCD4  BT13CCD3  BT01TELA  BT02TELF  BT03PMAP  BT04PMRD  BT05GTEL  BT06CBPX  BT07CBNX  BT08SPPX  BT09SPNX  BT10HOPA   BT15IEB  BT16PMSP  BT17SMAP  ITF2CCD2  ITF1CCD1  ITNUCCD3  ITSJCCD4
2022-06-07T00:00:30     31.11     47.21     30.34     44.90     24.79     33.95     28.03     31.96      1.44     21.10     90.43      1.17     18.97     32.03     18.98     21.92     24.69     21.46     11.82      6.73     30.56     34.76     34.82     37.17     31.16     32.78     31.96     30.03     23.07     28.21    -57.71    -58.01    -54.24    -54.24     34.91     29.78     11.71      1.21     23.43     -0.17      0.56     18.30     17.49     92.77     30.59     32.22     32.22    -61.00    -61.00    -60.42    -61.17
2022-06-07T00:01:30     31.15     47.24     30.36     44.91     24.81     33.96     28.05     31.94      1.45     21.10     90.49      1.18     19.04     32.02     18.98     21.92     24.69     21.48     11.83      6.73     30.64     34.78     34.85     37.21     31.22     32.80     31.97     30.08     23.05     28.20    -57.40    -57.71    -54.24    -54.24     34.91     29.78     11.71      1.21     23.43     -0.17      0.56     18.30     17.41     92.77     30.59     32.22     32.22    -61.00    -61.00    -60.08    -61.17
2022-06-07T00:02:30     31.15     47.21     30.35     44.92     24.81     33.98     28.04     31.93      1.46     21.10     90.43      1.20     18.99     32.01     19.01     21.93     24.68     21.46     11.85      6.73     30.73     34.78     34.90     37.26     31.22     32.84     32.00     30.12     23.02     28.19    -56.80    -57.71    -54.24    -54.24     34.91     29.78     11.71      1.21     23.43     -0.09      0.56     18.30     17.41     92.77     30.76     32.22     32.22    -61.00    -61.00    -60.00    -61.00
2022-06-07T00:03:30     31.15     47.23     30.36     44.94     24.81     33.96     28.06     31.87      1.47     21.09     90.71      1.21     19.01     31.99     19.00     21.93     24.67     21.45     11.87      6.75     30.80     34.75     34.94     37.29     31.28     32.89     32.00     30.14     22.99     28.19    -57.71    -56.80    -54.24    -54.24     34.91     29.78     11.71      1.21     23.43     -0.25      0.56     18.30     17.41     92.77     30.76     32.22     32.22    -60.92    -61.00    -60.00    -61.00
2022-06-07T00:04:30     31.15     47.22     30.36     44.93     24.82     34.00     28.06     31.85      1.49     21.09     90.43      1.21     19.00     31.97     19.00     21.94     24.67     21.46     11.91      6.75     30.89     34.77     35.00     37.37     31.30     32.90     32.00     30.17     22.95     28.18    -57.10    -57.40    -54.24    -54.24     34.91     29.62     11.71      0.97     23.43     -0.09      0.56     18.39     17.41     92.77     30.76     32.22     32.22    -60.92    -61.00    -60.00    -61.00
2022-06-07T00:05:30     31.17     47.22     30.37     44.93     24.82     33.99     28.06     31.81      1.50     21.09     90.60      1.22     19.02     31.96     18.99     21.93     24.66     21.45     11.93      6.75     30.95     34.74     35.04     37.41     31.35     32.97     32.00     30.22     22.91     28.16    -56.50    -58.01    -54.24    -54.24     34.91     29.62     11.79      0.97     23.43     -0.01      0.64     18.30     17.49     92.85     30.76     32.22     32.22    -60.50    -61.00    -60.00    -61.00
2022-06-07T00:06:30     31.17     47.26     30.37     44.92     24.82     34.02     28.03     31.76      1.51     21.08     90.71      1.23     19.04     31.94     18.98     21.95     24.67     21.43     11.95      6.76     31.01     34.76     35.11     37.49     31.35     33.04     32.00     30.24     22.87     28.17    -56.20    -57.10    -54.24    -54.24     34.82     29.53     11.87      0.97     23.43     -0.01      0.56     18.30     17.33     93.01     30.76     32.22     32.22    -60.50    -61.00    -60.00    -61.00
2022-06-07T00:07:30     31.17     47.23     30.38     44.93     24.83     34.01     28.04     31.75      1.51     21.10     90.82      1.24     18.97     31.91     18.99     21.93     24.65     21.45     11.97      6.76     31.08     34.75     35.13     37.53     31.40     33.07     32.02     30.31     22.83     28.14    -56.50    -57.71    -54.24    -54.24     34.74     29.53     11.79      0.97     23.43     -0.01      0.56     18.30     17.41     93.01     30.84     32.22     32.22    -60.17    -61.00    -60.00    -61.00
2022-06-07T00:08:30     31.20     47.23     30.39     44.92     24.83     34.05     28.01     31.68      1.52     21.07     90.82      1.24     19.02     31.91     18.99     21.95     24.65     21.48     11.98      6.77     31.12     34.76     35.18     37.57     31.44     33.12     32.00     30.37     22.76     28.14    -56.50    -56.20    -51.81    -54.24     34.74     29.53     11.79      0.81     23.43     -0.01      0.64     18.30     17.41     93.01     31.00     32.22     32.22    -60.00    -61.00    -60.00    -61.00
2022-06-07T00:09:30     31.19     47.23     30.38     44.95     24.83     34.06     28.01     31.64      1.53     21.07     90.94      1.24     18.98     31.85     19.00     21.95     24.65     21.44     12.00      6.77     31.18     34.74     35.23     37.65     31.51     33.15     32.02     30.40     22.73     28.09    -56.20    -57.10    -49.43    -54.24     34.82     29.37     11.79      0.73     23.43     -0.01      0.73     18.30     17.33     93.09     31.00     32.22     32.22    -60.08    -61.00    -60.00    -61.00
