DATE_OBS             IT02SMIR  IT01PMRF  IT04TELF  IT03PMRA  IT06TELM  IT05TELA  IT08GTWM  IT07PZTA  IT10CEBN   IT09GTB  IT12HOPA  IT11CEBP  IT14SPPX  IT13FRAP  IT16SPNX  IT15SPPY  IT18SPPZ  IT17SPNY  IT20PMRA  IT19SPNZ  IT22PCBP  IT21TELD   IT24CPU  IT23PCPC  IT26MEC1   IT25OSC  IT28SMRA  IT27MEC2  IT30TMGT  IT29TFGT  BT12CCD2  BT11CCD1  BT14CCD4  BT13CCD3  BT01TELA  BT02TELF  BT03PMAP  BT04PMRD  BT05GTEL  BT06CBPX  BT07CBNX  BT08SPPX  BT09SPNX  BT10HOPA   BT15IEB  BT16PMSP  BT17SMAP  ITF2CCD2  ITF1CCD1  ITNUCCD3  ITSJCCD4
2022-05-10T00:00:30     31.91     47.68     30.95     45.58     25.21     35.00     28.25     32.17      0.93     21.10     92.63      0.69     18.99     32.44     18.98     21.98     24.85     21.48     12.59      6.50     31.12     34.76     35.18     37.61     31.45     33.09     32.67     30.37     22.91     28.62    -58.01    -59.82    -54.24    -54.24     34.42     30.02     12.44      1.21     23.43     -0.74     -0.01     18.30     17.41     94.48     30.84     32.38     32.95    -62.00    -62.00    -62.00    -62.17
2022-05-10T00:01:30     31.92     47.68     30.96     45.54     25.22     35.01     28.24     32.13      0.94     21.09     92.39      0.70     19.01     32.43     19.01     21.99     24.82     21.48     12.58      6.52     31.18     34.78     35.21     37.67     31.51     33.15     32.68     30.40     22.86     28.59    -58.01    -58.61    -54.24    -54.24     34.42     30.02     12.44      1.21     23.51     -0.74      0.07     18.30     17.57     94.64     31.00     32.38     32.95    -62.00    -62.00    -61.75    -62.00
2022-05-10T00:02:30     31.93     47.68     30.96     45.54     25.22     35.03     28.22     32.08      0.94     21.07     92.51      0.70     19.03     32.38     19.01     21.99     24.83     21.49     12.56      6.53     31.21     34.77     35.26     37.73     31.56     33.22     32.67     30.45     22.83     28.57    -57.71    -58.92    -54.24    -54.24     34.42     29.78     12.44      1.21     23.43     -0.74     -0.01     18.30     17.41     94.72     31.00     32.38     32.87    -62.00    -62.00    -61.58    -62.17
2022-05-10T00:03:30     31.89     47.68     30.95     45.57     25.23     35.04     28.20     32.05      0.95     21.07     92.69      0.71     19.00     32.37     18.97     22.01     24.84     21.47     12.53      6.53     31.27     34.76     35.31     37.79     31.58     33.24     32.67     30.50     22.77     28.54    -58.01    -58.61    -54.24    -54.24     34.42     29.78     12.44      1.13     23.43     -0.74      0.07     18.30     17.33     94.72     31.00     32.46     32.79    -62.00    -62.00    -61.50    -62.00
2022-05-10T00:04:30     31.91     47.71     30.94     45.55     25.22     35.04     28.21     31.98      0.96     21.07     92.69      0.71     19.01     32.31     19.01     22.00     24.82     21.48     12.50      6.53     31.31     34.78     35.36     37.83     31.64     33.27     32.67     30.55     22.72     28.51    -58.01    -58.01    -54.24    -54.24     34.34     29.78     12.36      0.97     23.43     -0.74      0.07     18.30     17.41     94.72     31.00     32.46     32.95    -62.00    -62.00    -61.33    -62.00
2022-05-10T00:05:30     31.92     47.67     30.93     45.55     25.23     35.05     28.18     31.95      0.96     21.05     93.05      0.71     18.98     32.30     19.00     22.01     24.81     21.47     12.45      6.54     31.35     34.76     35.40     37.89     31.72     33.32     32.67     30.62     22.68     28.48    -58.01    -58.01    -54.24    -54.24     34.42     29.70     12.20      0.97     23.43     -0.74     -0.01     18.30     17.41     94.80     31.00     32.46     32.87    -62.00    -62.00    -61.17    -62.00
2022-05-10T00:06:30     31.93     47.66     30.93     45.57     25.23     35.09     28.17     31.88      0.97     21.05     92.87      0.71     19.00     32.27     19.01     22.00     24.80     21.47     12.40      6.55     31.38     34.76     35.46     37.91     31.75     33.33     32.67     30.66     22.63     28.45    -57.71    -58.01    -54.24    -54.24     34.42     29.53     12.20      0.97     23.59     -0.74     -0.01     18.30     17.41     94.96     31.00     32.46     32.71    -62.00    -62.00    -61.08    -62.00
2022-05-10T00:07:30     31.91     47.68     30.93     45.55     25.23     35.07     28.14     31.85      0.97     21.05     92.93      0.71     18.98     32.23     18.98     22.01     24.80     21.48     12.36      6.56     31.40     34.76     35.48     37.95     31.80     33.38     32.65     30.72     22.60     28.41    -58.01    -58.01    -54.24    -54.24     34.42     29.53     12.20      0.97     23.51     -0.74      0.16     18.30     17.33     94.96     31.00     32.46     32.71    -62.00    -62.00    -61.00    -62.00
2022-05-10T00:08:30     31.92     47.69     30.92     45.57     25.23     35.08     28.14     31.77      0.97     21.03     92.87      0.71     19.00     32.19     19.04     22.00     24.79     21.45     12.31      6.56     31.43     34.75     35.52     37.98     31.87     33.39     32.64     30.76     22.54     28.38    -58.01    -58.01    -54.24    -54.24     34.42     29.45     12.12      0.73     23.43     -0.74     -0.01     18.30     17.41     94.96     31.00     32.46     32.71    -62.00    -62.00    -61.00    -62.00
2022-05-10T00:09:30     31.94     47.69     30.93     45.57     25.23     35.09     28.14     31.72      0.97     21.03     92.99      0.71     19.01     32.16     18.98     22.01     24.78     21.47     12.25      6.55     31.44     34.72     35.59     38.01     31.87     33.43     32.64     30.80     22.51     28.33    -57.71    -58.01    -54.24    -54.24     34.34     29.29     11.96      0.73     23.43     -0.74     -0.01     18.30     17.41     94.96     31.00     32.46     32.79    -62.00    -62.00    -61.00    -62.00
