DATE_OBS             IT02SMIR  IT01PMRF  IT04TELF  IT03PMRA  IT06TELM  IT05TELA  IT08GTWM  IT07PZTA  IT10CEBN   IT09GTB  IT12HOPA  IT11CEBP  IT14SPPX  IT13FRAP  IT16SPNX  IT15SPPY  IT18SPPZ  IT17SPNY  IT20PMRA  IT19SPNZ  IT22PCBP  IT21TELD   IT24CPU  IT23PCPC  IT26MEC1   IT25OSC  IT28SMRA  IT27MEC2  IT30TMGT  IT29TFGT  BT12CCD2  BT11CCD1  BT14CCD4  BT13CCD3  BT01TELA  BT02TELF  BT03PMAP  BT04PMRD  BT05GTEL  BT06CBPX  BT07CBNX  BT08SPPX  BT09SPNX  BT10HOPA   BT15IEB  BT16PMSP  BT17SMAP  ITF2CCD2  ITF1CCD1  ITNUCCD3  ITSJCCD4
2022-08-29T00:00:30     31.79     47.76     30.70     45.49     24.86     34.53     28.27     32.09      0.55     21.04     91.86      0.30     19.02     32.32     18.96     21.95     24.77     21.43     12.39      6.46     30.57     35.05     34.93     37.16     31.32     32.96     32.59     30.24     22.77     28.31    -59.82    -59.82    -54.24    -54.24     34.91     29.86     12.20      2.19     23.43     -0.98     -0.25     18.30     17.33     94.23     30.76     32.55     32.71    -63.00    -63.00    -63.00    -63.75
2022-08-29T00:01:30     31.80     47.80     30.71     45.53     24.88     34.53     28.26     32.09      0.55     21.05     92.04      0.31     18.99     32.30     18.99     21.96     24.77     21.45     12.40      6.46     30.63     35.04     34.95     37.18     31.33     33.00     32.60     30.25     22.77     28.33    -59.82    -59.82    -54.24    -54.24     34.91     29.78     12.20      2.03     23.43     -0.98     -0.25     18.30     17.41     94.23     30.76     32.63     32.79    -63.00    -63.08    -63.00    -63.92
2022-08-29T00:02:30     31.80     47.74     30.73     45.51     24.89     34.53     28.27     32.10      0.55     21.04     92.04      0.31     19.01     32.31     19.00     21.95     24.77     21.42     12.41      6.47     30.67     35.04     34.99     37.23     31.31     33.02     32.61     30.27     22.76     28.33    -59.82    -59.82    -54.24    -54.24     34.91     29.78     12.20      1.95     23.43     -1.15     -0.25     18.30     17.33     94.23     30.76     32.55     32.71    -63.00    -63.00    -63.00    -63.67
2022-08-29T00:03:30     31.80     47.76     30.74     45.49     24.89     34.53     28.26     32.06      0.55     21.04     92.33      0.31     19.00     32.31     18.97     21.95     24.77     21.49     12.41      6.47     30.76     35.04     35.04     37.28     31.33     33.08     32.59     30.28     22.78     28.33    -59.82    -59.82    -54.24    -54.24     34.91     29.78     12.20      1.70     23.43     -1.06     -0.25     18.30     17.33     94.23     30.76     32.63     32.71    -63.00    -63.00    -63.00    -63.75
2022-08-29T00:04:30     31.82     47.79     30.73     45.51     24.87     34.51     28.27     32.07      0.56     21.05     92.15      0.32     19.01     32.31     18.99     21.97     24.75     21.45     12.42      6.47     30.79     35.02     35.09     37.29     31.34     33.06     32.60     30.32     22.74     28.34    -59.82    -59.82    -54.24    -54.24     34.91     29.78     12.20      1.70     23.43     -1.06     -0.25     18.30     17.33     94.23     30.92     32.55     32.79    -63.00    -63.00    -62.92    -63.67
2022-08-29T00:05:30     31.84     47.82     30.74     45.49     24.87     34.53     28.25     32.03      0.56     21.04     92.27      0.32     19.02     32.28     19.01     21.97     24.77     21.49     12.42      6.48     30.87     35.01     35.10     37.34     31.38     33.12     32.61     30.34     22.74     28.34    -59.82    -59.82    -54.24    -54.24     34.91     29.78     12.20      1.70     23.43     -1.06     -0.25     18.30     17.33     94.23     30.92     32.55     32.71    -63.00    -63.00    -62.83    -63.42
2022-08-29T00:06:30     31.82     47.82     30.77     45.49     24.88     34.51     28.26     32.00      0.56     21.04     92.45      0.33     19.02     32.25     18.98     21.96     24.75     21.46     12.40      6.48     30.94     35.01     35.13     37.37     31.42     33.13     32.62     30.37     22.72     28.34    -59.82    -59.82    -54.24    -54.24     34.91     29.78     12.20      1.46     23.43     -0.98     -0.25     18.30     17.41     94.23     31.00     32.46     32.71    -63.00    -63.00    -62.67    -63.42
2022-08-29T00:07:30     31.83     47.85     30.75     45.51     24.91     34.53     28.25     31.97      0.57     21.04     92.39      0.33     19.01     32.23     19.00     21.97     24.75     21.46     12.37      6.49     30.99     34.98     35.16     37.46     31.48     33.16     32.64     30.39     22.69     28.35    -59.82    -59.82    -54.24    -54.24     34.91     29.78     12.20      1.46     23.43     -1.06     -0.25     18.30     17.41     94.23     31.00     32.55     32.71    -63.00    -63.00    -62.33    -63.50
2022-08-29T00:08:30     31.83     47.80     30.74     45.51     24.89     34.51     28.24     31.97      0.57     21.05     92.33      0.34     18.98     32.20     18.99     21.98     24.74     21.47     12.35      6.49     31.02     34.98     35.20     37.50     31.51     33.21     32.61     30.42     22.67     28.33    -59.82    -59.82    -54.24    -54.24     34.91     29.78     12.20      1.30     23.43     -1.06     -0.25     18.30     17.33     94.23     31.00     32.46     32.71    -63.00    -63.00    -62.67    -63.17
2022-08-29T00:09:30     31.84     47.82     30.75     45.53     24.90     34.52     28.24     31.93      0.57     21.04     92.51      0.34     19.02     32.18     19.00     21.98     24.73     21.47     12.33      6.49     31.08     34.98     35.23     37.53     31.52     33.22     32.63     30.43     22.65     28.32    -59.82    -59.82    -54.24    -54.24     34.91     29.78     12.20      1.21     23.43     -0.98     -0.25     18.30     17.41     94.48     31.00     32.55     32.79    -63.00    -63.00    -62.33    -63.08
2022-08-29T00:10:30     31.84     47.82     30.77     45.47     24.90     34.51     28.22     31.88      0.58     21.04     92.45      0.35     18.99     32.16     19.01     21.98     24.73     21.43     12.28      6.50     31.11     34.95     35.28     37.59     31.58     33.25     32.63     30.48     22.64     28.32    -59.82    -59.82    -54.24    -54.24     34.91     29.53     12.12      1.13     23.51     -0.98     -0.25     18.30     17.41     94.48     31.00     32.46     32.79    -63.00    -63.00    -62.08    -63.00
2022-08-29T00:11:30     31.85     47.81     30.73     45.52     24.89     34.51     28.22     31.83      0.58     21.04     92.57      0.35     19.03     32.12     19.00     21.98     24.71     21.47     12.23      6.50     31.18     34.95     35.30     37.65     31.61     33.30     32.63     30.53     22.59     28.32    -59.22    -59.82    -54.24    -54.24     34.91     29.53     11.96      0.97     23.43     -1.06     -0.25     18.30     17.33     94.48     31.00     32.46     32.71    -63.00    -63.00    -62.17    -63.00
2022-08-29T00:12:30     31.84     47.81     30.75     45.47     24.91     34.53     28.20     31.80      0.58     21.02     92.45      0.35     18.99     32.09     19.00     21.99     24.72     21.44     12.18      6.51     31.22     34.95     35.34     37.70     31.66     33.34     32.65     30.55     22.55     28.31    -59.82    -59.82    -54.24    -54.24     34.91     29.53     11.96      0.97     23.43     -0.98     -0.25     18.30     17.33     94.48     31.00     32.63     32.71    -63.00    -63.00    -62.17    -63.17
2022-08-29T00:13:30     31.86     47.81     30.73     45.48     24.92     34.53     28.20     31.76      0.59     21.02     92.63      0.35     19.00     32.08     19.02     21.98     24.70     21.49     12.10      6.51     31.25     34.97     35.37     37.73     31.69     33.34     32.65     30.61     22.50     28.27    -59.52    -59.82    -54.24    -54.24     34.91     29.53     11.96      0.73     23.43     -1.06     -0.25     18.30     17.33     94.48     31.00     32.46     32.79    -63.00    -63.00    -62.42    -63.00
2022-08-29T00:14:30     31.86     47.81     30.74     45.45     24.89     34.53     28.20     31.69      0.59     21.02     92.63      0.35     19.00     32.05     19.00     21.98     24.70     21.46     12.04      6.50     31.28     34.93     35.41     37.77     31.74     33.36     32.64     30.65     22.47     28.24    -59.82    -59.52    -51.81    -54.24     34.82     29.37     11.87      0.73     23.43     -1.06     -0.25     18.30     17.33     94.48     31.00     32.46     32.71    -63.00    -63.00    -62.08    -63.00
2022-08-29T00:15:30     31.85     47.81     30.71     45.53     24.91     34.52     28.17     31.65      0.59     21.00     92.75      0.35     19.00     32.02     18.98     21.99     24.70     21.49     11.97      6.51     31.31     34.93     35.46     37.82     31.79     33.39     32.64     30.68     22.42     28.21    -59.22    -59.82    -54.24    -54.24     34.82     29.29     11.71      0.56     23.43     -1.06     -0.25     18.30     17.33     94.48     31.00     32.46     32.71    -63.00    -63.00    -62.00    -63.00
2022-08-29T00:16:30     31.87     47.80     30.70     45.46     24.89     34.53     28.16     31.60      0.59     20.98     92.63      0.35     18.98     32.00     18.99     22.00     24.67     21.45     11.89      6.52     31.34     34.92     35.50     37.87     31.83     33.43     32.66     30.73     22.38     28.19    -59.82    -59.82    -54.24    -54.24     34.74     29.29     11.71      0.48     23.43     -1.06     -0.25     18.30     17.33     94.56     31.00     32.46     32.79    -63.00    -63.00    -62.08    -63.00
2022-08-29T00:17:30     31.86     47.79     30.71     45.49     24.87     34.53     28.17     31.57      0.59     20.99     92.75      0.34     19.01     31.94     18.99     21.99     24.68     21.44     11.82      6.52     31.36     34.89     35.54     37.91     31.85     33.45     32.64     30.76     22.33     28.15    -58.92    -59.82    -54.24    -54.24     34.74     29.29     11.55      0.48     23.43     -1.06     -0.25     18.30     17.33     94.56     31.08     32.46     32.71    -63.00    -63.00    -62.08    -63.00
2022-08-29T00:18:30     31.86     47.79     30.68     45.45     24.90     34.53     28.15     31.51      0.58     20.97     92.57      0.34     19.02     31.90     18.98     21.99     24.67     21.45     11.72      6.52     31.36     34.87     35.55     37.93     31.88     33.47     32.65     30.81     22.30     28.12    -59.52    -59.82    -54.24    -54.24     34.74     29.05     11.47      0.24     23.43     -1.06     -0.25     18.30     17.41     94.72     31.16     32.46     32.71    -63.00    -63.00    -62.00    -63.00
2022-08-29T00:19:30     31.86     47.79     30.68     45.42     24.88     34.51     28.14     31.48      0.58     20.98     92.63      0.33     19.00     31.87     19.02     22.01     24.66     21.49     11.64      6.52     31.39     34.87     35.64     37.97     31.96     33.52     32.65     30.82     22.27     28.08    -59.22    -59.52    -54.24    -54.24     34.91     29.05     11.39      0.24     23.43     -1.06     -0.25     18.30     17.33     94.72     31.08     32.46     32.87    -63.00    -63.00    -62.08    -63.00
2022-08-29T00:20:30     31.88     47.79     30.65     45.43     24.88     34.54     28.12     31.44      0.57     20.96     92.57      0.32     19.04     31.85     18.99     22.00     24.66     21.44     11.56      6.52     31.41     34.87     35.65     37.97     31.97     33.54     32.65     30.86     22.22     28.05    -59.52    -59.82    -54.24    -54.24     34.82     29.05     11.22      0.16     23.43     -1.23     -0.25     18.30     17.41     94.72     31.24     32.46     32.79    -63.00    -63.00    -62.17    -63.08
2022-08-29T00:21:30     31.87     47.79     30.65     45.40     24.88     34.53     28.12     31.39      0.57     20.94     92.75      0.31     18.98     31.81     18.98     22.00     24.65     21.48     11.46      6.53     31.44     34.84     35.65     38.00     32.02     33.57     32.64     30.90     22.17     28.01    -58.92    -59.82    -54.24    -54.24     34.74     29.05     11.22     -0.01     23.43     -1.15     -0.25     18.30     17.41     94.72     31.16     32.46     32.79    -63.00    -63.00    -62.08    -63.00
2022-08-29T00:22:30     31.86     47.75     30.65     45.40     24.87     34.54     28.08     31.35      0.56     20.99     92.45      0.31     19.00     31.77     18.99     21.99     24.66     21.48     11.36      6.53     31.51     34.80     35.71     38.02     32.03     33.57     32.64     30.93     22.13     27.94    -59.22    -59.82    -54.24    -54.24     34.66     28.80     11.14     -0.09     23.59     -1.23     -0.25     18.30     17.41     94.72     31.24     32.46     32.71    -63.00    -63.00    -62.17    -63.08
2022-08-29T00:23:30     31.86     47.75     30.65     45.41     24.89     34.51     28.08     31.31      0.55     20.98     92.39      0.29     19.01     31.77     19.03     22.00     24.64     21.48     11.27      6.53     31.51     34.80     35.73     38.02     32.08     33.59     32.63     30.99     22.08     27.91    -59.52    -59.52    -54.24    -54.24     34.66     28.88     10.98     -0.25     23.43     -1.23     -0.33     18.30     17.41     94.72     31.24     32.46     32.71    -63.00    -63.00    -62.33    -63.08
2022-08-29T00:24:30     31.86     47.74     30.62     45.42     24.87     34.52     28.08     31.27      0.54     20.96     92.57      0.28     19.02     31.73     19.00     22.00     24.63     21.46     11.18      6.53     31.54     34.82     35.76     38.04     32.08     33.64     32.63     31.01     22.04     27.88    -58.61    -59.82    -54.24    -54.24     34.82     28.80     10.98     -0.25     23.43     -1.23     -0.25     18.30     17.33     94.72     31.24     32.46     32.71    -63.00    -63.08    -62.58    -63.08
2022-08-29T00:25:30     31.86     47.79     30.60     45.42     24.85     34.51     28.06     31.25      0.53     20.96     92.45      0.27     19.01     31.72     18.98     22.00     24.63     21.46     11.11      6.53     31.58     34.82     35.78     38.09     32.09     33.66     32.62     31.02     21.98     27.85    -59.22    -59.82    -54.24    -54.24     34.66     28.80     10.82     -0.25     23.59     -1.23     -0.49     18.30     17.33     94.72     31.24     32.46     32.71    -63.00    -63.00    -62.83    -63.17
2022-08-29T00:26:30     31.86     47.74     30.62     45.40     24.85     34.50     28.06     31.24      0.52     21.00     92.27      0.26     18.99     31.69     19.03     22.01     24.62     21.48     11.04      6.53     31.61     34.82     35.76     38.11     32.14     33.65     32.64     31.04     21.95     27.83    -59.22    -59.82    -54.24    -54.24     34.66     28.80     10.74     -0.25     23.59     -1.23     -0.33     18.30     17.33     94.72     31.24     32.46     32.79    -63.00    -63.08    -62.83    -63.75
2022-08-29T00:27:30     31.85     47.73     30.58     45.38     24.86     34.50     28.06     31.22      0.50     20.97     92.51      0.24     19.01     31.69     18.97     22.01     24.62     21.44     10.98      6.54     31.63     34.80     35.79     38.12     32.15     33.69     32.62     31.07     21.93     27.79    -59.82    -59.52    -54.24    -54.24     34.66     28.80     10.74     -0.49     23.43     -1.23     -0.49     18.30     17.33     94.72     31.24     32.46     32.71    -63.00    -63.00    -63.00    -63.75
2022-08-29T00:28:30     31.85     47.72     30.58     45.41     24.84     34.49     28.03     31.20      0.49     20.98     92.45      0.23     19.02     31.69     18.99     22.02     24.61     21.47     10.92      6.54     31.68     34.80     35.84     38.14     32.17     33.73     32.62     31.11     21.90     27.77    -59.82    -59.82    -54.24    -54.24     34.66     28.80     10.74     -0.49     23.59     -1.23     -0.41     18.30     17.33     94.72     31.24     32.46     32.71    -63.00    -63.00    -63.00    -63.75
2022-08-29T00:29:30     31.85     47.67     30.58     45.36     24.84     34.49     28.03     31.19      0.48     20.96     92.39      0.22     19.00     31.67     19.02     22.01     24.61     21.43     10.88      6.54     31.68     34.78     35.86     38.20     32.22     33.74     32.61     31.14     21.85     27.73    -59.82    -59.82    -54.24    -54.24     34.66     28.80     10.65     -0.49     23.51     -1.23     -0.49     18.30     17.33     94.72     31.24     32.46     32.71    -63.00    -63.25    -62.92    -64.00
2022-08-29T00:30:30     31.88     47.72     30.58     45.35     24.84     34.49     28.03     31.19      0.46     21.00     92.45      0.21     19.01     31.67     19.01     22.01     24.61     21.45     10.84      6.54     31.70     34.78     35.89     38.23     32.24     33.75     32.62     31.17     21.82     27.70    -59.82    -59.82    -54.24    -54.24     34.66     28.80     10.65     -0.49     23.67     -1.23     -0.49     18.30     17.41     94.72     31.24     32.46     32.71    -63.00    -63.25    -63.00    -63.92
2022-08-29T00:31:30     31.87     47.72     30.57     45.31     24.83     34.49     28.04     31.19      0.45     20.99     92.51      0.20     19.02     31.69     18.99     22.00     24.60     21.48     10.81      6.53     31.73     34.77     35.90     38.26     32.29     33.78     32.60     31.21     21.78     27.69    -59.52    -59.82    -54.24    -54.24     34.66     28.80     10.49     -0.41     23.59     -1.23     -0.49     18.30     17.33     94.72     31.24     32.46     32.71    -63.00    -63.50    -63.00    -64.00
2022-08-29T00:32:30     31.85     47.68     30.58     45.35     24.83     34.45     28.03     31.18      0.44     20.96     92.51      0.19     19.01     31.71     19.03     22.00     24.60     21.45     10.78      6.54     31.77     34.78     35.93     38.25     32.31     33.76     32.60     31.22     21.75     27.66    -59.82    -59.82    -54.24    -54.24     34.66     28.80     10.49     -0.49     23.43     -1.23     -0.49     18.30     17.41     94.72     31.24     32.46     32.71    -63.00    -63.92    -63.00    -64.00
2022-08-29T00:33:30     31.85     47.73     30.57     45.31     24.83     34.45     28.02     31.19      0.43     20.98     92.51      0.17     19.00     31.72     18.97     22.02     24.58     21.45     10.77      6.54     31.77     34.75     35.97     38.29     32.38     33.82     32.59     31.27     21.73     27.64    -59.82    -59.82    -51.81    -54.24     34.66     28.80     10.49     -0.25     23.67     -1.23     -0.49     18.30     17.33     94.80     31.24     32.46     32.71    -63.00    -64.00    -63.00    -64.00
2022-08-29T00:34:30     31.85     47.71     30.57     45.34     24.82     34.46     28.03     31.21      0.43     20.98     92.63      0.16     19.02     31.72     19.02     22.02     24.59     21.45     10.75      6.54     31.76     34.76     35.99     38.30     32.39     33.84     32.60     31.29     21.67     27.62    -59.82    -59.82    -54.24    -54.24     34.66     28.80     10.49     -0.25     23.51     -1.23     -0.49     18.30     17.41     94.96     31.24     32.46     32.71    -63.00    -63.92    -63.00    -64.00
2022-08-29T00:35:30     31.86     47.74     30.57     45.31     24.83     34.46     28.03     31.25      0.42     20.98     92.69      0.16     18.99     31.73     19.00     21.99     24.59     21.47     10.74      6.54     31.73     34.75     36.03     38.33     32.41     33.87     32.59     31.35     21.65     27.60    -59.82    -59.82    -54.24    -54.24     34.66     28.72     10.49     -0.25     23.59     -1.23     -0.49     18.30     17.33     94.96     31.32     32.46     32.71    -63.00    -63.92    -63.00    -64.00
2022-08-29T00:36:30     31.86     47.68     30.57     45.31     24.83     34.45     28.02     31.24      0.41     20.97     92.57      0.15     18.99     31.73     19.02     21.99     24.60     21.44     10.74      6.53     31.74     34.74     36.04     38.34     32.44     33.90     32.59     31.36     21.62     27.59    -59.82    -59.82    -54.24    -54.24     34.66     28.64     10.49     -0.09     23.67     -1.23     -0.49     18.30     17.33     94.96     31.32     32.46     32.71    -63.00    -64.00    -63.00    -64.00
2022-08-29T00:37:30     31.85     47.68     30.57     45.28     24.82     34.45     28.01     31.25      0.40     20.99     92.63      0.15     19.03     31.73     19.00     22.00     24.61     21.47     10.73      6.54     31.72     34.75     36.02     38.35     32.46     33.91     32.56     31.38     21.60     27.56    -59.82    -59.82    -54.24    -54.24     34.66     28.80     10.49     -0.01     23.67     -1.23     -0.49     18.30     17.33     94.96     31.24     32.46     32.71    -63.00    -64.00    -63.00    -64.00
2022-08-29T00:38:30     31.85     47.69     30.56     45.29     24.83     34.43     28.01     31.28      0.40     20.96     92.69      0.15     18.99     31.70     18.98     22.02     24.61     21.47     10.72      6.54     31.68     34.75     36.09     38.32     32.49     33.92     32.58     31.39     21.57     27.56    -59.82    -59.82    -54.24    -54.24     34.66     28.72     10.49     -0.01     23.67     -1.23     -0.49     18.30     17.33     94.96     31.24     32.46     32.71    -63.00    -64.00    -63.00    -64.00
2022-08-29T00:39:30     31.83     47.67     30.55     45.27     24.83     34.41     28.01     31.26      0.39     20.97     92.75      0.14     19.01     31.72     19.00     22.01     24.61     21.47     10.71      6.55     31.67     34.74     36.11     38.31     32.52     33.91     32.56     31.43     21.54     27.53    -59.82    -59.82    -54.24    -54.24     34.66     28.80     10.49     -0.01     23.59     -1.23     -0.49     18.30     17.33     94.96     31.24     32.46     32.71    -63.08    -64.00    -63.00    -64.00
2022-08-29T00:40:30     31.84     47.65     30.58     45.29     24.82     34.41     28.02     31.27      0.39     20.96     92.81      0.14     19.00     31.73     19.00     21.99     24.61     21.50     10.70      6.54     31.65     34.76     36.09     38.31     32.52     33.94     32.59     31.45     21.53     27.50    -59.82    -59.82    -54.24    -54.24     34.66     28.64     10.49      0.07     23.51     -1.23     -0.49     18.30     17.33     94.96     31.24     32.46     32.71    -63.00    -64.00    -63.00    -64.00
2022-08-29T00:41:30     31.83     47.68     30.57     45.28     24.83     34.36     28.00     31.29      0.38     20.95     92.75      0.14     18.99     31.75     18.99     21.99     24.61     21.48     10.68      6.54     31.64     34.74     36.07     38.29     32.52     33.91     32.56     31.45     21.51     27.50    -59.82    -59.82    -54.24    -54.24     34.66     28.64     10.49      0.24     23.59     -1.23     -0.49     18.30     17.33     94.96     31.24     32.46     32.71    -63.25    -64.00    -63.00    -64.00
2022-08-29T00:42:30     31.83     47.65     30.56     45.26     24.82     34.38     28.00     31.32      0.39     20.97     92.57      0.13     18.99     31.80     19.01     21.99     24.61     21.44     10.68      6.54     31.59     34.76     36.01     38.29     32.51     33.92     32.56     31.45     21.50     27.48    -59.82    -59.82    -54.24    -54.24     34.66     28.64     10.49      0.40     23.59     -1.23     -0.49     18.30     17.41     95.05     31.24     32.46     32.71    -63.00    -64.00    -63.00    -64.00
2022-08-29T00:43:30     31.83     47.65     30.55     45.22     24.82     34.37     27.99     31.31      0.38     20.97     92.75      0.13     19.00     31.80     18.99     21.98     24.63     21.50     10.68      6.53     31.58     34.72     36.04     38.29     32.55     33.92     32.54     31.45     21.48     27.45    -59.82    -59.82    -54.24    -54.24     34.66     28.72     10.49      0.48     23.67     -1.23     -0.49     18.30     17.33     95.13     31.24     32.46     32.71    -63.42    -64.00    -63.00    -64.00
2022-08-29T00:44:30     31.80     47.61     30.57     45.24     24.82     34.35     28.00     31.34      0.38     20.97     92.75      0.13     19.03     31.82     18.97     21.99     24.62     21.46     10.69      6.53     31.55     34.74     36.05     38.23     32.54     33.94     32.56     31.45     21.46     27.43    -59.82    -59.82    -54.24    -54.24     34.66     28.72     10.49      0.64     23.59     -1.23     -0.49     18.30     17.33     95.13     31.24     32.46     32.71    -63.42    -64.00    -63.00    -64.00
2022-08-29T00:45:30     31.83     47.64     30.58     45.26     24.81     34.36     28.00     31.36      0.37     20.97     92.69      0.13     18.98     31.84     18.97     21.98     24.63     21.51     10.70      6.53     31.55     34.74     36.05     38.23     32.56     33.91     32.56     31.48     21.45     27.43    -59.82    -61.34    -54.24    -54.24     34.66     28.80     10.49      0.81     23.59     -1.23     -0.49     18.30     17.33     95.13     31.24     32.46     32.71    -63.33    -64.00    -63.00    -64.00
2022-08-29T00:46:30     31.81     47.64     30.57     45.22     24.83     34.32     27.99     31.38      0.37     20.97     92.93      0.13     18.99     31.82     18.98     21.99     24.63     21.46     10.73      6.53     31.50     34.72     36.01     38.22     32.51     33.93     32.52     31.47     21.44     27.40    -59.82    -62.24    -54.24    -54.24     34.66     28.80     10.49      0.97     23.67     -1.23     -0.49     18.30     17.33     95.13     31.24     32.46     32.71    -63.58    -64.00    -63.00    -64.00
2022-08-29T00:47:30     31.82     47.64     30.59     45.18     24.83     34.32     28.01     31.43      0.37     20.99     92.81      0.12     18.99     31.85     19.02     21.98     24.64     21.48     10.76      6.53     31.48     34.76     36.00     38.15     32.53     33.90     32.52     31.44     21.42     27.39    -61.03    -61.34    -54.24    -54.24     34.66     28.80     10.49      1.13     23.67     -1.23     -0.49     18.30     17.33     95.21     31.24     32.46     32.71    -63.58    -64.00    -63.00    -64.00
