DATE_OBS             IT02SMIR  IT01PMRF  IT04TELF  IT03PMRA  IT06TELM  IT05TELA  IT08GTWM  IT07PZTA  IT10CEBN   IT09GTB  IT12HOPA  IT11CEBP  IT14SPPX  IT13FRAP  IT16SPNX  IT15SPPY  IT18SPPZ  IT17SPNY  IT20PMRA  IT19SPNZ  IT22PCBP  IT21TELD   IT24CPU  IT23PCPC  IT26MEC1   IT25OSC  IT28SMRA  IT27MEC2  IT30TMGT  IT29TFGT  BT12CCD2  BT11CCD1  BT14CCD4  BT13CCD3  BT01TELA  BT02TELF  BT03PMAP  BT04PMRD  BT05GTEL  BT06CBPX  BT07CBNX  BT08SPPX  BT09SPNX  BT10HOPA   BT15IEB  BT16PMSP  BT17SMAP  ITF2CCD2  ITF1CCD1  ITNUCCD3  ITSJCCD4
2022-03-16T00:00:30     33.22     49.26     32.00     47.27     26.47     36.77     28.66     33.23      0.45     21.17     94.30      0.18     19.04     33.54     18.97     22.18     25.31     21.43     13.71      6.32     32.58     36.27     36.61     39.10     32.81     34.52     33.85     31.82     23.53     29.36    -63.45    -63.45    -54.24    -54.24     35.64     31.00     13.67      2.27     23.76     -1.23     -0.49     18.30     17.33     96.92     32.46     33.93     33.93    -63.92    -64.00    -63.00    -64.00
2022-03-16T00:01:30     33.20     49.26     32.03     47.29     26.47     36.80     28.66     33.22      0.45     21.16     94.30      0.19     18.98     33.54     19.02     22.19     25.31     21.49     13.74      6.33     32.65     36.26     36.66     39.14     32.87     34.55     33.84     31.89     23.52     29.37    -62.24    -63.45    -54.24    -54.24     35.64     31.00     13.67      2.19     23.84     -1.23     -0.41     18.30     17.33     97.16     32.46     33.93     33.93    -64.00    -64.00    -63.00    -64.00
2022-03-16T00:02:30     33.20     49.38     32.03     47.30     26.45     36.80     28.67     33.21      0.46     21.17     94.30      0.20     19.05     33.56     18.99     22.18     25.28     21.44     13.79      6.33     32.70     36.27     36.71     39.18     32.90     34.62     33.80     31.95     23.50     29.36    -63.45    -63.45    -54.24    -54.24     35.64     31.08     13.67      2.19     23.76     -1.15     -0.41     18.30     17.33     97.16     32.46     33.93     33.93    -64.00    -64.00    -63.00    -64.00
2022-03-16T00:03:30     33.21     49.26     32.01     47.29     26.47     36.80     28.63     33.22      0.47     21.17     94.62      0.21     18.98     33.57     18.99     22.19     25.27     21.49     13.78      6.34     32.77     36.24     36.79     39.25     33.02     34.67     33.80     31.97     23.48     29.37    -62.85    -63.45    -54.24    -54.24     35.64     31.08     13.67      2.19     23.76     -1.23     -0.41     18.30     17.33     97.16     32.46     33.93     34.09    -64.00    -64.00    -63.00    -64.00
2022-03-16T00:04:30     33.23     49.24     32.05     47.31     26.47     36.80     28.68     33.22      0.48     21.15     94.49      0.22     19.01     33.57     18.94     22.19     25.27     21.47     13.77      6.34     32.85     36.25     36.82     39.31     33.04     34.71     33.85     32.05     23.48     29.36    -62.85    -63.45    -54.24    -54.24     35.64     31.16     13.67      2.19     23.67     -1.23     -0.25     18.30     17.33     97.24     32.71     33.93     34.01    -63.83    -64.00    -63.00    -64.00
2022-03-16T00:05:30     33.21     49.25     32.06     47.26     26.48     36.82     28.64     33.22      0.49     21.16     94.75      0.23     18.99     33.54     19.01     22.19     25.28     21.45     13.77      6.34     32.94     36.25     36.93     39.40     33.11     34.79     33.85     32.09     23.43     29.38    -62.24    -63.45    -54.24    -54.24     35.64     31.16     13.67      2.11     23.84     -1.15     -0.25     18.30     17.33     97.41     32.71     33.93     34.01    -63.92    -64.00    -63.00    -64.00
2022-03-16T00:06:30     33.20     49.24     32.05     47.29     26.46     36.83     28.65     33.21      0.51     21.16     94.68      0.25     18.99     33.57     18.98     22.20     25.26     21.47     13.77      6.34     33.02     36.26     36.97     39.47     33.20     34.83     33.87     32.14     23.40     29.38    -61.64    -63.45    -54.24    -54.24     35.64     31.16     13.67      2.03     23.76     -0.98     -0.25     18.30     17.33     97.41     32.71     33.93     34.09    -63.50    -64.00    -63.00    -64.00
2022-03-16T00:07:30     33.21     49.28     32.06     47.27     26.48     36.84     28.64     33.22      0.52     21.15     94.75      0.26     19.03     33.56     19.01     22.22     25.27     21.47     13.76      6.35     33.09     36.30     37.06     39.54     33.22     34.91     33.88     32.19     23.38     29.34    -62.24    -62.85    -54.24    -54.24     35.64     31.24     13.67      1.95     23.92     -1.15     -0.25     18.30     17.33     97.57     32.71     33.93     34.01    -63.08    -64.00    -63.00    -64.00
2022-03-16T00:08:30     33.23     49.28     32.06     47.29     26.48     36.84     28.62     33.21      0.54     21.17     95.01      0.27     19.02     33.56     19.02     22.19     25.26     21.46     13.74      6.36     33.16     36.30     37.12     39.58     33.31     34.98     33.89     32.26     23.36     29.36    -62.24    -63.45    -54.24    -54.24     35.64     31.08     13.67      1.95     23.92     -0.98     -0.25     18.30     17.41     97.65     32.79     33.93     34.17    -63.00    -64.00    -63.00    -64.00
2022-03-16T00:09:30     33.22     49.29     32.08     47.30     26.48     36.86     28.63     33.22      0.55     21.15     95.01      0.29     18.99     33.54     19.03     22.20     25.26     21.44     13.71      6.36     33.20     36.28     37.17     39.64     33.35     35.02     33.89     32.34     23.31     29.34    -62.54    -62.24    -54.24    -54.24     35.64     31.00     13.58      1.95     23.84     -0.98     -0.25     18.30     17.33     97.65     32.95     33.93     34.17    -63.00    -64.00    -63.00    -64.00
